nothing_prob,throw_wind_up_prob,throw_prob,throw_follow_through_prob,swing_wind_up_prob,swing_prob,swing_follow_through_prob
0.934,0.035,0.004,0.013,0.003,0.007,0.004
0.785,0.016,0.0,0.001,0.131,0.002,0.065
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.987,0.0,0.009,0.0,0.0,0.004,0.0
0.911,0.072,0.004,0.003,0.0,0.009,0.0
0.858,0.121,0.005,0.001,0.0,0.015,0.001
0.126,0.832,0.008,0.001,0.0,0.01,0.023
0.992,0.0,0.003,0.0,0.002,0.002,0.0
0.617,0.0,0.0,0.0,0.38,0.002,0.0
0.942,0.0,0.004,0.0,0.046,0.007,0.0
0.994,0.0,0.0,0.006,0.0,0.0,0.0
0.843,0.0,0.0,0.156,0.0,0.0,0.0
0.997,0.0,0.0,0.001,0.003,0.0,0.0
0.001,0.0,0.0,0.0,0.999,0.0,0.0
0.206,0.0,0.0,0.617,0.176,0.0,0.0
0.172,0.0,0.0,0.819,0.009,0.0,0.0
0.999,0.0,0.0,0.001,0.0,0.0,0.0
0.998,0.0,0.0,0.002,0.0,0.0,0.0
0.923,0.001,0.0,0.001,0.075,0.0,0.0
0.021,0.0,0.0,0.0,0.978,0.0,0.0
0.063,0.0,0.0,0.0,0.937,0.0,0.0
0.961,0.0,0.0,0.001,0.033,0.002,0.002
0.997,0.0,0.0,0.003,0.0,0.0,0.0
0.991,0.0,0.0,0.004,0.005,0.0,0.0
0.974,0.0,0.0,0.02,0.005,0.0,0.0
0.96,0.0,0.0,0.023,0.016,0.001,0.0
0.995,0.0,0.0,0.005,0.0,0.0,0.0
0.975,0.0,0.0,0.025,0.0,0.0,0.0
0.978,0.0,0.0,0.022,0.0,0.0,0.0
0.991,0.0,0.0,0.009,0.0,0.0,0.0
0.995,0.0,0.0,0.005,0.0,0.0,0.0
0.987,0.0,0.0,0.011,0.002,0.0,0.0
0.959,0.0,0.0,0.028,0.012,0.001,0.0
0.959,0.0,0.0,0.028,0.012,0.001,0.0
0.954,0.0,0.0,0.04,0.005,0.001,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.984,0.0,0.0,0.016,0.0,0.0,0.0
0.984,0.0,0.0,0.014,0.002,0.0,0.0
0.999,0.0,0.0,0.001,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.985,0.004,0.0,0.012,0.0,0.0,0.0
0.999,0.0,0.0,0.001,0.0,0.0,0.0
0.913,0.006,0.017,0.005,0.005,0.055,0.001
0.988,0.009,0.001,0.001,0.0,0.0,0.001
0.407,0.376,0.017,0.002,0.001,0.044,0.153
0.228,0.734,0.004,0.001,0.0,0.013,0.02
0.533,0.334,0.012,0.007,0.001,0.016,0.097
0.887,0.063,0.033,0.001,0.001,0.009,0.007
0.868,0.095,0.012,0.002,0.006,0.004,0.013
0.986,0.005,0.004,0.002,0.0,0.002,0.001
0.292,0.237,0.055,0.001,0.001,0.108,0.306
0.937,0.031,0.008,0.001,0.0,0.013,0.009
0.929,0.065,0.002,0.002,0.0,0.001,0.001
0.912,0.043,0.015,0.003,0.003,0.005,0.019
0.995,0.002,0.001,0.001,0.0,0.0,0.001
0.408,0.302,0.054,0.002,0.001,0.121,0.112
0.258,0.716,0.01,0.0,0.0,0.006,0.009
0.966,0.003,0.021,0.0,0.0,0.005,0.005
0.861,0.042,0.008,0.007,0.002,0.006,0.074
0.967,0.032,0.0,0.0,0.0,0.0,0.0
0.576,0.094,0.182,0.0,0.0,0.083,0.066
0.964,0.029,0.003,0.003,0.0,0.002,0.0
0.896,0.061,0.008,0.009,0.001,0.006,0.018
0.953,0.013,0.01,0.0,0.002,0.013,0.008
0.833,0.047,0.007,0.002,0.0,0.006,0.104
0.231,0.683,0.008,0.002,0.0,0.033,0.043
0.488,0.002,0.291,0.0,0.001,0.111,0.108
0.989,0.004,0.005,0.0,0.001,0.001,0.0
0.682,0.259,0.003,0.041,0.004,0.008,0.002
0.987,0.01,0.0,0.001,0.0,0.0,0.0
0.855,0.138,0.0,0.005,0.0,0.0,0.001
0.646,0.031,0.022,0.002,0.001,0.033,0.266
0.829,0.163,0.001,0.0,0.0,0.0,0.007
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.717,0.27,0.001,0.009,0.0,0.001,0.001
0.808,0.08,0.03,0.001,0.0,0.012,0.068
0.98,0.006,0.0,0.002,0.0,0.0,0.011
0.99,0.003,0.0,0.003,0.001,0.003,0.0
0.859,0.004,0.023,0.0,0.0,0.018,0.095
0.855,0.072,0.025,0.002,0.0,0.013,0.033
0.888,0.097,0.005,0.001,0.0,0.004,0.004
0.877,0.106,0.006,0.001,0.0,0.005,0.004
0.965,0.03,0.0,0.005,0.0,0.0,0.0
0.896,0.062,0.014,0.001,0.0,0.004,0.023
0.979,0.012,0.003,0.001,0.0,0.004,0.001
0.016,0.0,0.371,0.0,0.0,0.604,0.01
0.907,0.0,0.067,0.0,0.001,0.024,0.0
0.988,0.002,0.003,0.0,0.001,0.005,0.0
0.999,0.0,0.0,0.0,0.0,0.0,0.0
0.99,0.003,0.006,0.0,0.0,0.0,0.001
0.416,0.49,0.021,0.004,0.001,0.013,0.055
0.957,0.025,0.003,0.001,0.0,0.005,0.009
0.867,0.08,0.012,0.002,0.0,0.009,0.03
0.154,0.037,0.018,0.0,0.0,0.028,0.762
0.991,0.007,0.0,0.001,0.0,0.0,0.001
0.995,0.002,0.001,0.001,0.0,0.0,0.0
0.308,0.579,0.015,0.002,0.001,0.019,0.077
0.995,0.001,0.002,0.0,0.001,0.001,0.001
0.999,0.0,0.0,0.0,0.0,0.0,0.0
0.991,0.003,0.004,0.0,0.0,0.002,0.0
0.833,0.051,0.031,0.001,0.001,0.076,0.006
0.996,0.0,0.002,0.0,0.0,0.001,0.0
0.992,0.001,0.002,0.003,0.001,0.001,0.0
0.946,0.005,0.004,0.039,0.001,0.003,0.002
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.976,0.0,0.0,0.024,0.0,0.0,0.0
0.881,0.0,0.0,0.119,0.0,0.0,0.0
0.64,0.0,0.0,0.36,0.0,0.0,0.0
0.994,0.0,0.0,0.002,0.003,0.001,0.0
0.938,0.001,0.001,0.02,0.039,0.001,0.0
0.95,0.0,0.028,0.0,0.0,0.019,0.003
0.982,0.0,0.001,0.012,0.001,0.003,0.0
0.993,0.001,0.003,0.0,0.002,0.0,0.0
0.845,0.001,0.0,0.001,0.15,0.002,0.0
0.922,0.0,0.0,0.009,0.069,0.0,0.0
0.947,0.0,0.0,0.021,0.031,0.001,0.0
0.985,0.0,0.0,0.006,0.008,0.0,0.0
0.952,0.023,0.01,0.001,0.007,0.006,0.001
0.945,0.034,0.002,0.016,0.0,0.002,0.001
0.934,0.002,0.038,0.0,0.002,0.019,0.006
0.723,0.243,0.005,0.016,0.001,0.003,0.008
0.999,0.0,0.0,0.0,0.001,0.0,0.0
0.964,0.0,0.0,0.001,0.034,0.0,0.0
0.891,0.065,0.0,0.041,0.001,0.0,0.001
0.973,0.001,0.001,0.0,0.015,0.009,0.001
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999,0.0,0.0,0.001,0.0,0.0,0.0
0.07,0.924,0.001,0.004,0.0,0.001,0.0
0.021,0.001,0.241,0.0,0.0,0.736,0.001
0.0,0.0,0.045,0.0,0.0,0.942,0.012
0.0,0.001,0.004,0.0,0.0,0.517,0.477
0.0,0.007,0.013,0.0,0.0,0.149,0.831
0.061,0.107,0.0,0.0,0.0,0.005,0.827
0.998,0.0,0.0,0.0,0.001,0.001,0.0
0.536,0.0,0.055,0.0,0.0,0.409,0.0
0.598,0.004,0.059,0.0,0.0,0.302,0.036
0.994,0.0,0.0,0.0,0.0,0.001,0.005
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.976,0.0,0.0,0.0,0.023,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.997,0.0,0.002,0.0,0.0,0.001,0.0
0.979,0.002,0.003,0.015,0.0,0.001,0.0
0.001,0.998,0.0,0.0,0.0,0.001,0.0
0.968,0.003,0.005,0.0,0.0,0.011,0.013
0.997,0.002,0.0,0.0,0.0,0.0,0.0
0.962,0.021,0.001,0.0,0.0,0.007,0.008
0.976,0.01,0.0,0.011,0.0,0.0,0.003
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97,0.024,0.002,0.002,0.0,0.0,0.001
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.535,0.128,0.025,0.003,0.001,0.02,0.288
0.972,0.009,0.002,0.001,0.0,0.004,0.012
0.995,0.0,0.002,0.0,0.002,0.0,0.0
0.977,0.013,0.003,0.002,0.0,0.001,0.005
0.973,0.001,0.01,0.001,0.007,0.006,0.001
0.995,0.0,0.005,0.0,0.0,0.0,0.0
0.998,0.0,0.002,0.0,0.0,0.0,0.0
0.999,0.001,0.0,0.0,0.0,0.0,0.0
0.846,0.0,0.0,0.154,0.0,0.0,0.0
0.537,0.005,0.0,0.451,0.006,0.0,0.0
0.227,0.583,0.037,0.001,0.001,0.127,0.024
0.913,0.01,0.048,0.001,0.001,0.004,0.023
0.172,0.539,0.018,0.218,0.001,0.011,0.04
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.913,0.026,0.0,0.06,0.0,0.0,0.0
0.992,0.006,0.001,0.0,0.0,0.001,0.0
0.984,0.004,0.007,0.0,0.0,0.004,0.001
0.031,0.943,0.001,0.0,0.0,0.003,0.022
0.003,0.736,0.001,0.0,0.0,0.008,0.253
0.874,0.004,0.007,0.0,0.0,0.006,0.108
0.999,0.0,0.0,0.0,0.0,0.0,0.0
0.994,0.001,0.001,0.002,0.001,0.0,0.0
0.978,0.008,0.005,0.003,0.003,0.001,0.001
0.988,0.003,0.004,0.001,0.0,0.002,0.002
0.995,0.001,0.001,0.001,0.001,0.0,0.0
0.987,0.001,0.008,0.001,0.001,0.001,0.0
0.973,0.002,0.004,0.001,0.0,0.009,0.011
0.994,0.003,0.0,0.0,0.0,0.001,0.001
0.476,0.014,0.0,0.0,0.162,0.002,0.345
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999,0.0,0.0,0.001,0.0,0.0,0.0
0.88,0.0,0.0,0.12,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.979,0.0,0.0,0.02,0.0,0.002,0.0
0.388,0.403,0.042,0.006,0.002,0.092,0.067
0.796,0.19,0.003,0.002,0.0,0.004,0.005
0.4,0.138,0.025,0.001,0.001,0.021,0.415
0.991,0.005,0.001,0.002,0.001,0.001,0.0
0.683,0.291,0.006,0.004,0.001,0.008,0.008
0.906,0.067,0.003,0.0,0.0,0.003,0.02
0.69,0.18,0.005,0.004,0.001,0.009,0.111
0.895,0.074,0.004,0.001,0.0,0.003,0.022
0.057,0.342,0.01,0.0,0.0,0.042,0.549
0.447,0.042,0.011,0.001,0.0,0.032,0.467
0.215,0.641,0.002,0.001,0.0,0.003,0.139
0.067,0.03,0.007,0.001,0.0,0.062,0.834
0.27,0.384,0.001,0.0,0.0,0.002,0.343
0.946,0.002,0.016,0.0,0.0,0.006,0.029
0.994,0.003,0.002,0.0,0.0,0.001,0.0
0.996,0.0,0.0,0.0,0.004,0.0,0.0
0.002,0.0,0.0,0.0,0.998,0.0,0.0
0.202,0.0,0.0,0.0,0.797,0.0,0.0
0.626,0.0,0.0,0.0,0.374,0.0,0.0
0.749,0.0,0.0,0.0,0.251,0.0,0.0
0.93,0.0,0.0,0.0,0.07,0.0,0.0
0.99,0.0,0.0,0.0,0.01,0.0,0.0
0.976,0.0,0.0,0.0,0.023,0.001,0.0
0.412,0.558,0.011,0.005,0.0,0.008,0.006
0.991,0.001,0.002,0.0,0.005,0.001,0.0
0.994,0.0,0.001,0.003,0.001,0.001,0.0
0.745,0.139,0.001,0.114,0.001,0.001,0.0
0.958,0.01,0.026,0.0,0.0,0.004,0.001
0.991,0.004,0.002,0.0,0.0,0.002,0.0
0.999,0.0,0.0,0.0,0.001,0.0,0.0
0.996,0.0,0.0,0.0,0.004,0.0,0.0
0.988,0.0,0.0,0.0,0.012,0.0,0.0
0.995,0.0,0.0,0.0,0.005,0.0,0.0
0.998,0.0,0.0,0.0,0.002,0.0,0.0
0.988,0.001,0.0,0.0,0.01,0.0,0.0
0.962,0.033,0.0,0.0,0.0,0.004,0.0
0.839,0.15,0.004,0.002,0.0,0.003,0.001
0.926,0.048,0.012,0.001,0.0,0.008,0.005
0.91,0.06,0.011,0.001,0.0,0.011,0.006
0.872,0.114,0.005,0.001,0.0,0.004,0.004
0.765,0.208,0.007,0.002,0.0,0.011,0.007
0.957,0.037,0.002,0.0,0.0,0.001,0.002
0.966,0.013,0.006,0.0,0.009,0.003,0.002
0.996,0.001,0.0,0.001,0.003,0.0,0.0
0.995,0.004,0.0,0.0,0.0,0.0,0.0
0.996,0.001,0.0,0.001,0.002,0.0,0.0
0.998,0.001,0.001,0.0,0.0,0.0,0.0
0.996,0.003,0.0,0.001,0.0,0.0,0.0
0.986,0.011,0.001,0.002,0.001,0.0,0.0
0.997,0.002,0.0,0.001,0.0,0.0,0.0
0.999,0.0,0.0,0.001,0.001,0.0,0.0
0.997,0.002,0.0,0.0,0.001,0.0,0.0
0.998,0.001,0.0,0.001,0.001,0.0,0.0
0.981,0.011,0.003,0.0,0.001,0.002,0.001
0.434,0.496,0.005,0.025,0.001,0.006,0.034
0.998,0.0,0.002,0.0,0.0,0.0,0.0
0.209,0.78,0.002,0.006,0.0,0.002,0.002
0.001,0.994,0.0,0.0,0.0,0.001,0.003
0.009,0.012,0.007,0.0,0.0,0.048,0.925
0.998,0.002,0.0,0.0,0.0,0.0,0.0
0.999,0.0,0.0,0.001,0.0,0.0,0.0
0.477,0.0,0.002,0.0,0.519,0.002,0.0
0.011,0.0,0.0,0.0,0.989,0.0,0.0
0.948,0.0,0.0,0.051,0.0,0.0,0.0
0.975,0.0,0.0,0.025,0.0,0.0,0.0
0.985,0.002,0.001,0.008,0.003,0.0,0.0
0.959,0.001,0.025,0.001,0.004,0.009,0.002
0.998,0.002,0.0,0.0,0.0,0.0,0.0
0.999,0.001,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999,0.0,0.0,0.001,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999,0.0,0.0,0.001,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.998,0.0,0.0,0.002,0.0,0.0,0.0
0.882,0.0,0.0,0.118,0.0,0.0,0.0
0.94,0.002,0.0,0.031,0.026,0.0,0.0
0.997,0.0,0.0,0.0,0.003,0.0,0.0
0.525,0.419,0.0,0.054,0.001,0.001,0.001
0.391,0.357,0.007,0.001,0.0,0.007,0.237
0.996,0.001,0.0,0.0,0.0,0.0,0.003
0.995,0.003,0.0,0.0,0.0,0.0,0.001
0.973,0.006,0.004,0.001,0.0,0.003,0.013
0.999,0.0,0.001,0.0,0.0,0.0,0.0
0.985,0.009,0.001,0.002,0.0,0.001,0.001
0.005,0.0,0.0,0.0,0.994,0.0,0.001
0.997,0.0,0.0,0.003,0.0,0.0,0.0
0.999,0.0,0.0,0.001,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.973,0.0,0.0,0.027,0.0,0.0,0.0
0.971,0.0,0.0,0.0,0.028,0.001,0.0
0.924,0.0,0.0,0.069,0.0,0.006,0.0
0.668,0.0,0.003,0.0,0.329,0.0,0.0
0.931,0.0,0.0,0.01,0.058,0.0,0.0
0.816,0.001,0.001,0.004,0.173,0.004,0.001
0.806,0.0,0.0,0.0,0.194,0.0,0.0
0.889,0.0,0.0,0.0,0.111,0.0,0.0
0.991,0.0,0.0,0.0,0.009,0.0,0.0
0.997,0.0,0.0,0.001,0.002,0.0,0.0
0.997,0.0,0.0,0.001,0.002,0.0,0.0
0.997,0.0,0.0,0.0,0.002,0.0,0.0
0.998,0.0,0.0,0.0,0.002,0.0,0.0
0.998,0.0,0.0,0.0,0.002,0.0,0.0
0.998,0.0,0.0,0.0,0.002,0.0,0.0
0.997,0.0,0.0,0.001,0.001,0.0,0.0
0.984,0.001,0.0,0.012,0.003,0.0,0.0
0.996,0.001,0.0,0.0,0.001,0.001,0.0
0.987,0.001,0.0,0.001,0.011,0.0,0.0
0.997,0.0,0.0,0.0,0.002,0.0,0.0
0.978,0.0,0.0,0.0,0.022,0.0,0.0
0.991,0.0,0.0,0.0,0.009,0.0,0.0
0.976,0.0,0.0,0.0,0.024,0.0,0.0
0.997,0.0,0.0,0.0,0.002,0.0,0.0
0.994,0.0,0.0,0.001,0.005,0.0,0.0
0.996,0.0,0.0,0.0,0.004,0.0,0.0
0.997,0.0,0.0,0.0,0.003,0.0,0.0
0.993,0.0,0.0,0.0,0.007,0.0,0.0
0.978,0.0,0.0,0.0,0.021,0.0,0.0
0.994,0.0,0.0,0.0,0.005,0.0,0.0
0.911,0.0,0.0,0.0,0.089,0.0,0.0
0.965,0.0,0.0,0.0,0.034,0.0,0.0
0.991,0.0,0.0,0.0,0.008,0.0,0.0
0.959,0.0,0.0,0.0,0.041,0.0,0.0
0.721,0.0,0.0,0.0,0.278,0.0,0.0
0.556,0.0,0.0,0.0,0.443,0.0,0.0
0.993,0.001,0.002,0.0,0.003,0.0,0.0
0.99,0.0,0.0,0.01,0.0,0.0,0.0
0.992,0.0,0.0,0.008,0.0,0.0,0.0
0.176,0.817,0.0,0.007,0.0,0.0,0.0
0.035,0.864,0.002,0.0,0.0,0.01,0.089
0.04,0.045,0.019,0.0,0.0,0.032,0.864
0.031,0.59,0.008,0.002,0.0,0.031,0.337
0.09,0.541,0.001,0.0,0.0,0.003,0.365
0.974,0.001,0.0,0.0,0.0,0.0,0.024
0.99,0.0,0.01,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.996,0.0,0.0,0.004,0.0,0.0,0.0
0.957,0.0,0.0,0.043,0.0,0.0,0.0
0.968,0.0,0.0,0.031,0.0,0.0,0.0
0.997,0.0,0.0,0.003,0.0,0.0,0.0
0.984,0.0,0.0,0.016,0.0,0.0,0.0
0.807,0.107,0.001,0.081,0.0,0.002,0.001
0.443,0.126,0.002,0.0,0.009,0.011,0.409
0.984,0.0,0.0,0.016,0.0,0.0,0.0
0.998,0.0,0.0,0.002,0.0,0.0,0.0
0.886,0.002,0.042,0.0,0.0,0.042,0.028
0.962,0.0,0.033,0.0,0.0,0.005,0.0
0.997,0.001,0.0,0.0,0.001,0.001,0.0
0.998,0.0,0.0,0.0,0.002,0.0,0.0
0.996,0.0,0.0,0.0,0.003,0.0,0.0
0.998,0.0,0.0,0.0,0.002,0.0,0.0
0.999,0.0,0.0,0.0,0.0,0.0,0.0
0.998,0.0,0.0,0.0,0.002,0.0,0.0
0.996,0.0,0.0,0.0,0.003,0.0,0.0
0.996,0.0,0.0,0.0,0.003,0.0,0.0
0.996,0.0,0.0,0.0,0.004,0.0,0.0
0.998,0.0,0.0,0.0,0.001,0.001,0.0
0.594,0.001,0.082,0.0,0.0,0.323,0.0
0.771,0.068,0.062,0.0,0.0,0.089,0.009
0.951,0.01,0.008,0.0,0.0,0.03,0.0
0.975,0.009,0.002,0.0,0.0,0.014,0.0
0.975,0.009,0.002,0.0,0.0,0.014,0.0
0.979,0.008,0.002,0.0,0.0,0.011,0.0
0.98,0.012,0.001,0.0,0.0,0.006,0.0
0.975,0.009,0.002,0.0,0.0,0.014,0.0
0.969,0.008,0.003,0.0,0.0,0.019,0.0
0.972,0.009,0.002,0.0,0.0,0.017,0.0
0.948,0.042,0.0,0.0,0.002,0.008,0.0
0.95,0.031,0.001,0.001,0.0,0.017,0.0
0.969,0.021,0.004,0.001,0.0,0.004,0.001
0.938,0.049,0.004,0.001,0.0,0.007,0.002
0.919,0.07,0.004,0.001,0.0,0.004,0.002
0.892,0.094,0.004,0.001,0.0,0.004,0.004
0.874,0.115,0.003,0.001,0.0,0.003,0.003
0.875,0.11,0.004,0.002,0.0,0.005,0.004
0.998,0.0,0.001,0.0,0.001,0.0,0.0
0.841,0.153,0.001,0.001,0.001,0.003,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.993,0.002,0.0,0.0,0.002,0.002,0.0
0.984,0.011,0.002,0.0,0.0,0.002,0.001
0.998,0.001,0.0,0.0,0.001,0.0,0.0
0.996,0.0,0.0,0.0,0.003,0.0,0.0
0.998,0.0,0.0,0.0,0.001,0.0,0.0
0.996,0.0,0.0,0.0,0.003,0.0,0.0
0.996,0.0,0.0,0.0,0.003,0.0,0.0
0.997,0.0,0.0,0.0,0.003,0.0,0.0
0.998,0.0,0.0,0.0,0.001,0.0,0.0
0.996,0.0,0.0,0.0,0.003,0.0,0.0
0.998,0.0,0.0,0.0,0.001,0.0,0.0
0.998,0.0,0.0,0.0,0.001,0.0,0.0
0.996,0.0,0.0,0.0,0.003,0.0,0.0
0.997,0.0,0.0,0.0,0.002,0.0,0.0
0.997,0.0,0.0,0.0,0.003,0.0,0.0
0.996,0.0,0.0,0.0,0.003,0.0,0.0
0.996,0.0,0.0,0.0,0.003,0.0,0.0
0.996,0.0,0.0,0.0,0.003,0.0,0.0
0.996,0.0,0.0,0.0,0.003,0.0,0.0
0.996,0.0,0.0,0.0,0.003,0.0,0.0
0.996,0.0,0.0,0.0,0.003,0.0,0.0
0.996,0.0,0.0,0.0,0.003,0.0,0.0
0.995,0.0,0.001,0.0,0.0,0.005,0.0
0.87,0.0,0.103,0.0,0.006,0.02,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.852,0.0,0.0,0.0,0.148,0.0,0.0
0.986,0.0,0.0,0.0,0.013,0.0,0.0
0.991,0.0,0.002,0.0,0.006,0.0,0.0
0.296,0.011,0.002,0.0,0.684,0.005,0.002
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.998,0.0,0.0,0.002,0.0,0.0,0.0
0.999,0.0,0.0,0.001,0.0,0.0,0.0
0.99,0.0,0.0,0.01,0.0,0.0,0.0
0.064,0.0,0.0,0.936,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.882,0.0,0.0,0.0,0.117,0.0,0.0
0.798,0.0,0.0,0.201,0.0,0.0,0.0
0.869,0.011,0.002,0.105,0.001,0.01,0.003
0.989,0.002,0.008,0.0,0.0,0.001,0.0
0.718,0.235,0.021,0.01,0.001,0.007,0.008
0.502,0.267,0.012,0.036,0.004,0.148,0.03
0.977,0.001,0.02,0.0,0.0,0.003,0.0
0.969,0.002,0.022,0.0,0.002,0.003,0.003
0.101,0.882,0.008,0.0,0.0,0.008,0.001
0.825,0.002,0.04,0.0,0.0,0.114,0.019
0.914,0.007,0.007,0.006,0.056,0.008,0.001
0.609,0.029,0.224,0.0,0.0,0.021,0.116
0.984,0.004,0.007,0.0,0.0,0.003,0.002
0.998,0.0,0.0,0.001,0.0,0.0,0.0
0.43,0.076,0.384,0.0,0.0,0.101,0.009
0.985,0.006,0.007,0.0,0.0,0.002,0.0
0.972,0.01,0.016,0.0,0.0,0.001,0.001
0.962,0.001,0.001,0.0,0.015,0.005,0.015
0.996,0.002,0.0,0.001,0.001,0.0,0.0
0.973,0.001,0.003,0.009,0.002,0.011,0.0
0.983,0.006,0.003,0.001,0.0,0.007,0.0
0.333,0.577,0.008,0.002,0.0,0.04,0.039
0.708,0.231,0.0,0.004,0.0,0.0,0.057
0.999,0.0,0.0,0.0,0.0,0.0,0.001
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.994,0.0,0.0,0.006,0.0,0.0,0.0
0.258,0.0,0.0,0.742,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999,0.0,0.0,0.0,0.0,0.0,0.0
0.999,0.0,0.0,0.0,0.0,0.0,0.0
0.927,0.0,0.018,0.0,0.001,0.053,0.0
0.97,0.01,0.003,0.009,0.0,0.005,0.002
0.978,0.003,0.001,0.011,0.002,0.004,0.001
0.987,0.002,0.002,0.008,0.0,0.001,0.0
0.848,0.033,0.002,0.113,0.001,0.001,0.002
0.988,0.001,0.002,0.007,0.0,0.002,0.0
0.953,0.009,0.023,0.006,0.0,0.006,0.002
0.995,0.001,0.0,0.003,0.0,0.0,0.0
0.979,0.0,0.015,0.0,0.0,0.005,0.0
0.999,0.0,0.001,0.0,0.0,0.0,0.0
0.977,0.008,0.0,0.015,0.0,0.0,0.0
0.997,0.001,0.0,0.001,0.0,0.0,0.0
0.997,0.0,0.002,0.0,0.001,0.0,0.0
0.991,0.0,0.009,0.0,0.0,0.0,0.0
0.99,0.0,0.01,0.0,0.0,0.0,0.0
0.85,0.081,0.006,0.031,0.004,0.026,0.001
0.905,0.073,0.003,0.009,0.0,0.003,0.007
0.837,0.128,0.013,0.01,0.001,0.004,0.007
0.919,0.05,0.005,0.01,0.001,0.011,0.003
0.999,0.0,0.001,0.0,0.0,0.0,0.0
0.979,0.005,0.005,0.005,0.003,0.002,0.001
0.895,0.051,0.023,0.005,0.006,0.01,0.01
0.933,0.046,0.006,0.002,0.005,0.004,0.004
0.987,0.003,0.005,0.0,0.001,0.001,0.002
0.888,0.087,0.001,0.018,0.0,0.001,0.005
0.949,0.006,0.019,0.0,0.0,0.011,0.015
0.671,0.23,0.019,0.002,0.0,0.062,0.015
0.313,0.621,0.008,0.003,0.001,0.017,0.035
0.927,0.025,0.022,0.001,0.002,0.011,0.012
0.999,0.0,0.001,0.0,0.0,0.0,0.0
0.572,0.219,0.003,0.082,0.114,0.007,0.003
0.998,0.0,0.0,0.0,0.0,0.0,0.002
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.997,0.0,0.0,0.003,0.0,0.0,0.0
0.161,0.0,0.0,0.839,0.0,0.0,0.0
0.957,0.008,0.0,0.034,0.0,0.001,0.0
0.957,0.033,0.004,0.004,0.001,0.001,0.0
0.903,0.005,0.046,0.002,0.002,0.019,0.022
0.622,0.112,0.091,0.002,0.004,0.031,0.137
0.973,0.013,0.005,0.001,0.0,0.003,0.006
0.857,0.064,0.024,0.002,0.002,0.037,0.014
0.965,0.002,0.012,0.002,0.006,0.011,0.001
0.982,0.005,0.006,0.005,0.001,0.001,0.0
0.51,0.002,0.434,0.001,0.005,0.043,0.004
0.015,0.0,0.129,0.0,0.0,0.853,0.002
